Date,Close,High,Low,Open,Volume,Index_Name,Ticker
,^J200.JO,^J200.JO,^J200.JO,^J200.JO,^J200.JO,,
2020-07-06,50503.91015625,50881.4609375,50162.578125,50179.890625,0,JSE_Top_40,^J200.JO
2020-07-07,50922.3203125,50976.94140625,50271.51953125,50503.91015625,0,JSE_Top_40,^J200.JO
2020-07-08,51558.75,51605.33984375,50813.44921875,50922.3203125,0,JSE_Top_40,^J200.JO
2020-07-09,51536.91015625,52201.3984375,51536.91015625,51558.75,0,JSE_Top_40,^J200.JO
2020-07-10,51154.078125,51695.4609375,50769.03125,51536.91015625,0,JSE_Top_40,^J200.JO
2020-07-13,51874.80859375,51964.76953125,51138.3984375,51154.078125,0,JSE_Top_40,^J200.JO
2020-07-14,51235.08984375,51874.80859375,50765.03125,51874.80859375,0,JSE_Top_40,^J200.JO
2020-07-15,51606.69921875,52098.8515625,51207.94921875,51235.08984375,0,JSE_Top_40,^J200.JO
2020-07-16,51363.48828125,51615.58984375,50602.0703125,51606.69921875,0,JSE_Top_40,^J200.JO
2020-07-17,51515.87890625,51607.4296875,51253.0390625,51363.48828125,0,JSE_Top_40,^J200.JO
2020-07-20,51852.21875,52040.51171875,51297.4609375,51515.87890625,0,JSE_Top_40,^J200.JO
2020-07-21,52016.51953125,52979.98046875,51852.21875,51852.21875,0,JSE_Top_40,^J200.JO
2020-07-22,51412.01953125,52059.41015625,51141.98046875,52016.51953125,0,JSE_Top_40,^J200.JO
2020-07-23,51683.609375,52067.48828125,51412.01953125,51412.01953125,0,JSE_Top_40,^J200.JO
2020-07-24,51259.48046875,51683.609375,50870.5390625,51683.609375,0,JSE_Top_40,^J200.JO
2020-07-27,51914.078125,52035.76953125,51194.890625,51259.48046875,0,JSE_Top_40,^J200.JO
2020-07-28,52043.05078125,52140.05078125,51565.73046875,51914.078125,0,JSE_Top_40,^J200.JO
2020-07-29,52245.75,52331.62109375,51822.7109375,52043.05078125,0,JSE_Top_40,^J200.JO
2020-07-30,51451.44140625,52604.109375,51310.83984375,52245.75,0,JSE_Top_40,^J200.JO
2020-07-31,51368.8203125,52267.12109375,51297.33984375,51451.44140625,0,JSE_Top_40,^J200.JO
2020-08-03,51571.7109375,52040.7109375,51124.5,51368.8203125,0,JSE_Top_40,^J200.JO
2020-08-04,51951.33984375,52086.25,51571.7109375,51571.7109375,0,JSE_Top_40,^J200.JO
2020-08-05,53279.30078125,53469.53125,51951.33984375,51951.33984375,0,JSE_Top_40,^J200.JO
2020-08-06,53350.87890625,53788.55078125,53151.94921875,53279.30078125,0,JSE_Top_40,^J200.JO
2020-08-07,52435.6484375,53350.87890625,52218.26953125,53350.87890625,0,JSE_Top_40,^J200.JO
2020-08-11,52831.609375,53340.44140625,52138.12890625,52435.6484375,0,JSE_Top_40,^J200.JO
2020-08-12,53126.5390625,53304.890625,52507.3203125,52831.609375,0,JSE_Top_40,^J200.JO
2020-08-13,53082.078125,53161.7109375,52504.0,53126.5390625,0,JSE_Top_40,^J200.JO
2020-08-14,52737.48046875,53087.26171875,52586.87890625,53082.078125,0,JSE_Top_40,^J200.JO
2020-08-17,53140.2109375,53380.33984375,52681.12109375,52737.48046875,0,JSE_Top_40,^J200.JO
2020-08-18,52738.12109375,53321.890625,52547.98046875,53140.2109375,0,JSE_Top_40,^J200.JO
2020-08-19,52137.859375,52738.12109375,52069.33984375,52738.12109375,0,JSE_Top_40,^J200.JO
2020-08-20,51380.01953125,52137.859375,51020.66015625,52137.859375,0,JSE_Top_40,^J200.JO
2020-08-21,51669.1796875,52111.359375,51138.80078125,51380.01953125,0,JSE_Top_40,^J200.JO
2020-08-24,52256.83984375,52715.19140625,51617.7890625,51669.1796875,0,JSE_Top_40,^J200.JO
2020-08-25,51767.87890625,52481.94921875,51694.44140625,52256.83984375,0,JSE_Top_40,^J200.JO
2020-08-26,52256.8515625,52319.28125,51501.859375,51767.87890625,0,JSE_Top_40,^J200.JO
2020-08-27,52583.69921875,53075.69921875,52244.28125,52256.8515625,0,JSE_Top_40,^J200.JO
2020-08-28,51750.44921875,52656.6015625,51517.6796875,52583.69921875,0,JSE_Top_40,^J200.JO
