Date,Close,High,Low,Open,Volume,Index_Name,Ticker
,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,,
2020-07-06,5081.509765625,5121.72021484375,5059.06982421875,5112.5,88519700,CAC_40,^FCHI
2020-07-07,5043.72998046875,5056.52001953125,5009.02978515625,5054.0400390625,75993100,CAC_40,^FCHI
2020-07-08,4981.1298828125,5040.52001953125,4969.830078125,5004.81982421875,79877900,CAC_40,^FCHI
2020-07-09,4921.009765625,5014.85009765625,4911.56005859375,5006.52001953125,83118100,CAC_40,^FCHI
2020-07-10,4970.47998046875,4974.3701171875,4882.5,4891.60986328125,82357100,CAC_40,^FCHI
2020-07-13,5056.22998046875,5060.43017578125,4980.1201171875,5026.2001953125,75191300,CAC_40,^FCHI
2020-07-14,5007.4599609375,5007.4599609375,4941.72998046875,4990.47998046875,83503800,CAC_40,^FCHI
2020-07-15,5108.97998046875,5145.330078125,5039.18994140625,5045.919921875,97819900,CAC_40,^FCHI
2020-07-16,5085.27978515625,5105.1201171875,5048.31982421875,5076.52001953125,69535800,CAC_40,^FCHI
2020-07-17,5069.419921875,5091.1298828125,5045.06982421875,5088.0,82550600,CAC_40,^FCHI
2020-07-20,5093.18017578125,5100.7900390625,5015.10986328125,5058.47998046875,65186800,CAC_40,^FCHI
2020-07-21,5104.27978515625,5172.97998046875,5097.419921875,5129.77978515625,85782100,CAC_40,^FCHI
2020-07-22,5037.1201171875,5099.2900390625,5028.47998046875,5098.47998046875,75799200,CAC_40,^FCHI
2020-07-23,5033.759765625,5083.97021484375,5019.2099609375,5064.72021484375,79473700,CAC_40,^FCHI
2020-07-24,4956.43017578125,4982.1201171875,4925.41015625,4973.72998046875,76465000,CAC_40,^FCHI
2020-07-27,4939.6201171875,4957.77001953125,4923.18994140625,4944.2998046875,74167000,CAC_40,^FCHI
2020-07-28,4928.93994140625,4950.009765625,4893.6298828125,4930.10009765625,78674500,CAC_40,^FCHI
2020-07-29,4958.740234375,4978.5,4945.580078125,4948.47998046875,75517100,CAC_40,^FCHI
2020-07-30,4852.93994140625,4952.3798828125,4801.02001953125,4952.080078125,137065700,CAC_40,^FCHI
2020-07-31,4783.68994140625,4902.89990234375,4783.68994140625,4866.240234375,129676300,CAC_40,^FCHI
2020-08-03,4875.93017578125,4899.52001953125,4763.60009765625,4797.06005859375,104619900,CAC_40,^FCHI
2020-08-04,4889.52001953125,4920.7998046875,4856.64990234375,4905.66015625,86945300,CAC_40,^FCHI
2020-08-05,4933.33984375,4954.60009765625,4907.41015625,4916.9599609375,74970100,CAC_40,^FCHI
2020-08-06,4885.1298828125,4951.85986328125,4860.97998046875,4919.41015625,80015300,CAC_40,^FCHI
2020-08-07,4889.52001953125,4896.2099609375,4843.89990234375,4873.10009765625,62365400,CAC_40,^FCHI
2020-08-10,4909.509765625,4937.6298828125,4878.580078125,4905.27001953125,62044500,CAC_40,^FCHI
