Date,Close,High,Low,Open,Volume,Index_Name,Ticker
,^HSI,^HSI,^HSI,^HSI,^HSI,,
2020-07-06,26339.16015625,26453.609375,25543.150390625,25545.5390625,4883381900,Hang_Seng,^HSI
2020-07-07,25975.66015625,26782.619140625,25911.740234375,26571.080078125,3913840700,Hang_Seng,^HSI
2020-07-08,26129.1796875,26299.83984375,25849.779296875,26078.609375,2582679500,Hang_Seng,^HSI
2020-07-09,26210.16015625,26374.939453125,26016.75,26351.130859375,2452681700,Hang_Seng,^HSI
2020-07-10,25727.41015625,26137.91015625,25570.359375,25931.779296875,2142150800,Hang_Seng,^HSI
2020-07-13,25772.119140625,26103.83984375,25715.240234375,25848.80078125,2127288800,Hang_Seng,^HSI
2020-07-14,25477.890625,25663.16015625,25254.3203125,25663.16015625,2180279200,Hang_Seng,^HSI
2020-07-15,25481.580078125,25888.779296875,25299.359375,25888.779296875,1849317300,Hang_Seng,^HSI
2020-07-16,24970.689453125,25576.490234375,24919.94921875,25549.400390625,1935051700,Hang_Seng,^HSI
2020-07-17,25089.169921875,25263.970703125,25015.279296875,25142.060546875,1362500400,Hang_Seng,^HSI
2020-07-20,25057.990234375,25222.109375,24766.169921875,25019.599609375,1650620500,Hang_Seng,^HSI
2020-07-21,25635.66015625,25635.66015625,25378.380859375,25427.060546875,1752171900,Hang_Seng,^HSI
2020-07-22,25057.939453125,25779.66015625,25057.939453125,25575.25,2390051200,Hang_Seng,^HSI
2020-07-23,25263.0,25346.359375,24992.369140625,25235.900390625,1910000000,Hang_Seng,^HSI
2020-07-24,24705.330078125,25101.099609375,24598.4609375,25040.759765625,3029706400,Hang_Seng,^HSI
2020-07-27,24603.259765625,24972.4609375,24526.91015625,24909.9609375,1491211000,Hang_Seng,^HSI
2020-07-28,24772.759765625,24942.740234375,24642.349609375,24942.740234375,1358418200,Hang_Seng,^HSI
2020-07-29,24883.140625,24905.439453125,24671.509765625,24710.509765625,1080335100,Hang_Seng,^HSI
2020-07-30,24710.58984375,25197.310546875,24616.05078125,24979.240234375,1779681900,Hang_Seng,^HSI
2020-07-31,24595.349609375,24938.849609375,24534.7890625,24747.2890625,1763233900,Hang_Seng,^HSI
2020-08-03,24458.130859375,24647.279296875,24250.98046875,24566.810546875,2012723100,Hang_Seng,^HSI
2020-08-04,24946.630859375,25062.41015625,24539.439453125,24664.599609375,1906615900,Hang_Seng,^HSI
2020-08-05,25102.5390625,25167.220703125,24868.2890625,25029.390625,1477936300,Hang_Seng,^HSI
2020-08-06,24930.580078125,25201.439453125,24641.08984375,25201.439453125,1596206100,Hang_Seng,^HSI
2020-08-07,24531.619140625,24909.369140625,24167.7890625,24909.369140625,1610164700,Hang_Seng,^HSI
2020-08-10,24377.4296875,24536.009765625,24272.669921875,24376.8203125,1256444100,Hang_Seng,^HSI
2020-08-11,24890.6796875,25031.5703125,24662.0390625,24662.0390625,1628363900,Hang_Seng,^HSI
2020-08-12,25244.01953125,25291.80078125,24685.439453125,24868.630859375,1763950100,Hang_Seng,^HSI
2020-08-13,25230.669921875,25490.01953125,25144.4609375,25490.01953125,1761196500,Hang_Seng,^HSI
2020-08-14,25183.009765625,25378.529296875,25040.55078125,25072.44921875,1429766800,Hang_Seng,^HSI
2020-08-17,25347.33984375,25588.669921875,25163.2890625,25212.279296875,1955689100,Hang_Seng,^HSI
2020-08-18,25367.380859375,25470.970703125,25257.880859375,25470.970703125,1534776000,Hang_Seng,^HSI
2020-08-19,25178.91015625,25382.509765625,25079.25,25359.029296875,1132238600,Hang_Seng,^HSI
2020-08-20,24791.390625,25055.349609375,24621.3203125,25055.349609375,1995701500,Hang_Seng,^HSI
2020-08-21,25113.83984375,25178.7890625,24885.859375,25007.130859375,1210267900,Hang_Seng,^HSI
2020-08-24,25551.580078125,25551.580078125,25325.150390625,25352.7890625,1352263800,Hang_Seng,^HSI
2020-08-25,25486.220703125,25621.080078125,25352.259765625,25586.990234375,1350837400,Hang_Seng,^HSI
2020-08-26,25491.7890625,25603.169921875,25360.029296875,25520.41015625,1319876200,Hang_Seng,^HSI
2020-08-27,25281.150390625,25469.76953125,25186.419921875,25469.76953125,1701268300,Hang_Seng,^HSI
2020-08-28,25422.060546875,25749.400390625,25258.16015625,25330.76953125,2065272600,Hang_Seng,^HSI
2020-08-31,25177.05078125,25847.109375,25177.05078125,25732.490234375,3195378200,Hang_Seng,^HSI
2020-09-01,25184.849609375,25254.140625,24995.44921875,25085.669921875,1729452000,Hang_Seng,^HSI
2020-09-02,25120.08984375,25239.859375,24931.169921875,25239.859375,2349955800,Hang_Seng,^HSI
2020-09-03,25007.599609375,25216.01953125,24854.580078125,25026.990234375,2007341100,Hang_Seng,^HSI
2020-09-04,24695.44921875,24813.9609375,24488.640625,24668.80078125,3393745100,Hang_Seng,^HSI
2020-09-07,24589.650390625,24908.2890625,24475.609375,24621.01953125,1682872900,Hang_Seng,^HSI
2020-09-08,24624.33984375,24785.259765625,24341.3203125,24785.259765625,2074591000,Hang_Seng,^HSI
2020-09-09,24468.9296875,24520.919921875,24213.359375,24295.419921875,1749348400,Hang_Seng,^HSI
2020-09-10,24313.5390625,24615.599609375,24293.2109375,24584.939453125,1349478000,Hang_Seng,^HSI
2020-09-11,24503.310546875,24572.66015625,24293.029296875,24352.630859375,1306598900,Hang_Seng,^HSI
2020-09-14,24640.279296875,24750.94921875,24556.51953125,24569.029296875,1091380700,Hang_Seng,^HSI
2020-09-15,24732.759765625,24826.869140625,24621.650390625,24621.650390625,1733769600,Hang_Seng,^HSI
2020-09-16,24725.630859375,24829.869140625,24635.240234375,24823.9609375,1303202100,Hang_Seng,^HSI
2020-09-17,24340.849609375,24713.7890625,24250.900390625,24676.41015625,1630900300,Hang_Seng,^HSI
2020-09-18,24455.41015625,24501.16015625,24295.009765625,24381.130859375,2301812900,Hang_Seng,^HSI
2020-09-21,23950.689453125,24542.55078125,23928.01953125,24483.91015625,1602081500,Hang_Seng,^HSI
2020-09-22,23716.849609375,23908.509765625,23675.619140625,23839.669921875,1553227700,Hang_Seng,^HSI
2020-09-23,23742.509765625,23795.189453125,23559.990234375,23701.119140625,1642933400,Hang_Seng,^HSI
2020-09-24,23311.0703125,23590.419921875,23225.330078125,23537.830078125,1913657500,Hang_Seng,^HSI
2020-09-25,23235.419921875,23495.259765625,23124.25,23425.75,1794075400,Hang_Seng,^HSI
2020-09-28,23476.05078125,23523.810546875,23250.33984375,23284.08984375,1446839400,Hang_Seng,^HSI
2020-09-29,23275.529296875,23601.400390625,23256.919921875,23584.609375,1526746600,Hang_Seng,^HSI
2020-09-30,23459.05078125,23780.869140625,23368.490234375,23548.890625,1453016000,Hang_Seng,^HSI
2020-10-05,23767.779296875,24039.390625,23674.51953125,24039.390625,1420427500,Hang_Seng,^HSI
2020-10-06,23980.650390625,24005.029296875,23842.25,23895.2109375,1325452200,Hang_Seng,^HSI
2020-10-07,24242.859375,24243.91015625,23905.419921875,23999.7890625,1537076100,Hang_Seng,^HSI
2020-10-08,24193.349609375,24263.330078125,24021.9296875,24263.330078125,1182030300,Hang_Seng,^HSI
2020-10-09,24119.130859375,24343.810546875,24059.2890625,24343.810546875,1358969500,Hang_Seng,^HSI
2020-10-12,24649.6796875,24702.810546875,24196.80078125,24217.25,2430403500,Hang_Seng,^HSI
2020-10-14,24667.08984375,24808.849609375,24498.939453125,24808.849609375,2550042800,Hang_Seng,^HSI
2020-10-15,24158.5390625,24573.25,24102.2109375,24533.75,2134202800,Hang_Seng,^HSI
2020-10-16,24386.7890625,24456.970703125,24194.41015625,24194.41015625,2697525100,Hang_Seng,^HSI
2020-10-19,24542.259765625,24771.849609375,24478.470703125,24565.4296875,3605537600,Hang_Seng,^HSI
2020-10-20,24569.5390625,24600.390625,24456.83984375,24571.640625,1879052000,Hang_Seng,^HSI
2020-10-21,24754.419921875,24903.0,24653.16015625,24695.5390625,1929447200,Hang_Seng,^HSI
2020-10-22,24786.130859375,24817.009765625,24556.55078125,24696.310546875,2486871200,Hang_Seng,^HSI
2020-10-23,24918.779296875,24970.58984375,24683.25,24773.119140625,2368156700,Hang_Seng,^HSI
2020-10-27,24787.189453125,24872.51953125,24602.109375,24839.970703125,2435164600,Hang_Seng,^HSI
2020-10-28,24708.80078125,24844.7890625,24586.060546875,24773.5390625,2011940400,Hang_Seng,^HSI
2020-10-29,24586.599609375,24678.900390625,24258.560546875,24290.009765625,1936749000,Hang_Seng,^HSI
2020-10-30,24107.419921875,24600.5390625,24029.94921875,24535.900390625,2537744200,Hang_Seng,^HSI
2020-11-02,24460.009765625,24486.01953125,24232.66015625,24274.830078125,2355413200,Hang_Seng,^HSI
2020-11-03,24939.73046875,25048.529296875,24689.509765625,24689.560546875,2244353000,Hang_Seng,^HSI
2020-11-04,24886.140625,25093.720703125,24733.23046875,24790.0,2305561500,Hang_Seng,^HSI
2020-11-05,25695.919921875,25695.919921875,25343.439453125,25500.91015625,2617492000,Hang_Seng,^HSI
2020-11-06,25712.970703125,25799.970703125,25540.98046875,25750.779296875,2370476000,Hang_Seng,^HSI
2020-11-09,26016.169921875,26172.23046875,25950.41015625,26157.76953125,2350101500,Hang_Seng,^HSI
2020-11-10,26301.48046875,26474.0390625,26041.869140625,26474.0390625,3847144100,Hang_Seng,^HSI
2020-11-11,26226.98046875,26432.560546875,26168.630859375,26226.80078125,4120773700,Hang_Seng,^HSI
2020-11-12,26169.380859375,26460.939453125,26071.150390625,26409.33984375,2679020500,Hang_Seng,^HSI
2020-11-13,26156.859375,26156.859375,25909.1796875,26114.599609375,2435105000,Hang_Seng,^HSI
2020-11-16,26381.669921875,26394.400390625,26191.5390625,26362.0703125,2090236500,Hang_Seng,^HSI
2020-11-17,26415.08984375,26530.5390625,26339.880859375,26515.08984375,2394565600,Hang_Seng,^HSI
2020-11-18,26544.2890625,26618.009765625,26344.859375,26434.240234375,2292758600,Hang_Seng,^HSI
2020-11-19,26356.970703125,26460.609375,26311.640625,26460.609375,2413890100,Hang_Seng,^HSI
2020-11-20,26451.5390625,26564.25,26313.279296875,26406.869140625,2149354400,Hang_Seng,^HSI
2020-11-23,26486.19921875,26662.66015625,26369.33984375,26659.7890625,2235155500,Hang_Seng,^HSI
2020-11-24,26588.19921875,26630.33984375,26409.76953125,26630.33984375,2014989400,Hang_Seng,^HSI
2020-11-25,26669.75,27040.41015625,26591.30078125,26819.9609375,2859974400,Hang_Seng,^HSI
2020-11-26,26819.44921875,26819.44921875,26612.0,26695.25,1977652900,Hang_Seng,^HSI
2020-11-27,26894.6796875,27009.150390625,26704.599609375,26758.490234375,2733597200,Hang_Seng,^HSI
2020-11-30,26341.490234375,26960.9296875,26322.6796875,26853.390625,5742060100,Hang_Seng,^HSI
2020-12-01,26567.6796875,26662.1796875,26375.240234375,26422.7109375,3564238900,Hang_Seng,^HSI
