Date,Close,High,Low,Open,Volume,ETF_Name,Ticker
,ICLN,ICLN,ICLN,ICLN,ICLN,,
2020-07-06,12.543295860290527,12.543295860290527,12.336745220516597,12.383687977953405,1154100,iShares_Global_Clean_Energy,ICLN
2020-07-07,12.496352195739746,12.609016417086025,12.411853805886128,12.468185468871447,763100,iShares_Global_Clean_Energy,ICLN
2020-07-08,12.909454345703125,12.909454345703125,12.58084969511679,12.58084969511679,647800,iShares_Global_Clean_Energy,ICLN
2020-07-09,12.749848365783691,12.937622095948798,12.533908799937763,12.937622095948798,939200,iShares_Global_Clean_Energy,ICLN
2020-07-10,12.731070518493652,12.731070518493652,12.618405393177822,12.70290378947684,603100,iShares_Global_Clean_Energy,ICLN
2020-07-13,12.580849647521973,12.993952686432015,12.552683816124901,12.83434481622254,987600,iShares_Global_Clean_Energy,ICLN
2020-07-14,12.937620162963867,12.947009071913287,12.449408537477348,12.580849681266669,711500,iShares_Global_Clean_Energy,ICLN
2020-07-15,13.228671073913574,13.256836907517787,13.05967428153688,13.209893254593627,1717400,iShares_Global_Clean_Energy,ICLN
2020-07-16,13.12539291381836,13.266223851726092,13.097227084387042,13.162948546894214,1223000,iShares_Global_Clean_Energy,ICLN
2020-07-17,13.341334342956543,13.341334342956543,13.172337562749815,13.247447043869329,705400,iShares_Global_Clean_Energy,ICLN
2020-07-20,13.585441589355469,13.632385242302934,13.425833706559514,13.435222616224149,1158700,iShares_Global_Clean_Energy,ICLN
2020-07-21,13.651161193847656,13.782603233662446,13.576051712632244,13.773214324666608,1392500,iShares_Global_Clean_Energy,ICLN
2020-07-22,13.763825416564941,13.79199124817864,13.613606454124362,13.6699390127274,785500,iShares_Global_Clean_Energy,ICLN
2020-07-23,13.80138111114502,13.998543736820336,13.688716881527082,13.791992201499598,1044000,iShares_Global_Clean_Energy,ICLN
2020-07-24,13.547886848449707,13.613607425362265,13.378890055959467,13.585441591739126,1489400,iShares_Global_Clean_Energy,ICLN
2020-07-27,13.820158004760742,13.820158004760742,13.604217574258287,13.61360648327484,1281100,iShares_Global_Clean_Energy,ICLN
2020-07-28,13.472777366638184,13.82015896603216,13.472777366638184,13.82015896603216,903500,iShares_Global_Clean_Energy,ICLN
2020-07-29,13.547886848449707,13.613607425362265,13.472777361870868,13.604218515695983,934700,iShares_Global_Clean_Energy,ICLN
2020-07-30,13.613605499267578,13.613605499267578,13.40705399271146,13.42583180938728,886300,iShares_Global_Clean_Energy,ICLN
2020-07-31,13.519720077514648,13.660551035944914,13.397667833734404,13.641773216670599,1086500,iShares_Global_Clean_Energy,ICLN
2020-08-03,13.848323822021484,13.876489653666178,13.538496987802919,13.66055011876412,1485600,iShares_Global_Clean_Energy,ICLN
2020-08-04,14.270814895629883,14.298980727308988,13.876489670619824,13.885878579638074,1701300,iShares_Global_Clean_Energy,ICLN
2020-08-05,14.63697338104248,14.646362289478345,14.29897984035607,14.364701304031533,1484600,iShares_Global_Clean_Energy,ICLN
2020-08-06,14.693306922912598,14.805972047822612,14.580642693378286,14.693306922912598,1249400,iShares_Global_Clean_Energy,ICLN
2020-08-07,14.909247398376465,15.040689447457964,14.65575220987122,14.683918938844498,1804600,iShares_Global_Clean_Energy,ICLN
2020-08-10,14.96557903289795,15.115798900966999,14.843526789116384,15.115798900966999,1827500,iShares_Global_Clean_Energy,ICLN
2020-08-11,14.72147274017334,15.153351812288765,14.69330601300226,15.153351812288765,1445200,iShares_Global_Clean_Energy,ICLN
2020-08-12,14.974967002868652,15.021910652733574,14.683917985382301,14.749638557967804,1363800,iShares_Global_Clean_Energy,ICLN
2020-08-13,15.228459358215332,15.369291185417476,14.984354021391844,15.021908757470499,1477900,iShares_Global_Clean_Energy,ICLN
2020-08-14,15.11579704284668,15.303569840255548,15.06885250043107,15.209684336926708,4175700,iShares_Global_Clean_Energy,ICLN
2020-08-17,15.294182777404785,15.435012823654585,15.209684391504666,15.27540496037116,1414500,iShares_Global_Clean_Energy,ICLN
2020-08-18,15.350515365600586,15.453789784025451,15.162740765416881,15.44440266569244,1735600,iShares_Global_Clean_Energy,ICLN
2020-08-19,15.406845092773438,15.622784602316012,15.39745618486927,15.416234000677603,2101900,iShares_Global_Clean_Energy,ICLN
2020-08-20,15.303569793701172,15.369292152883093,15.190906473748816,15.359903244428532,1424400,iShares_Global_Clean_Energy,ICLN
2020-08-21,15.294182777404785,15.378679372553709,15.200295482987855,15.219071509270284,1618200,iShares_Global_Clean_Energy,ICLN
2020-08-24,15.481955528259277,15.566453913901631,15.350514390927255,15.491344436747449,1707100,iShares_Global_Clean_Energy,ICLN
2020-08-25,15.838729858398438,15.848116977895998,15.557067923180462,15.679121965667042,2008000,iShares_Global_Clean_Energy,ICLN
2020-08-26,15.838729858398438,15.988948840880749,15.791785307153013,15.904450439390509,2550700,iShares_Global_Clean_Energy,ICLN
2020-08-27,15.791783332824707,15.932613387451008,15.679120005424188,15.885670632826008,2338700,iShares_Global_Clean_Energy,ICLN
2020-08-28,16.1485538482666,16.223663326087557,15.90444759766069,15.960779258338606,3465000,iShares_Global_Clean_Energy,ICLN
2020-08-31,16.092222213745117,16.279996824873983,16.007723817812266,16.204887338572718,2685600,iShares_Global_Clean_Energy,ICLN
2020-09-01,16.35511016845703,16.35511016845703,16.09222600902681,16.129781656410483,2522400,iShares_Global_Clean_Energy,ICLN
2020-09-02,16.289386749267578,16.477159581342512,16.007724815027895,16.420827910795186,2322500,iShares_Global_Clean_Energy,ICLN
2020-09-03,15.275404930114746,16.082831362698197,15.228460387623667,16.064055336452956,5664400,iShares_Global_Clean_Energy,ICLN
2020-09-04,15.11579704284668,15.35990329115428,14.392867206406999,15.275404905557371,4052100,iShares_Global_Clean_Energy,ICLN
2020-09-08,15.031298637390137,15.237849251492351,14.683917082353947,14.777803480934336,2235400,iShares_Global_Clean_Energy,ICLN
2020-09-09,15.557065963745117,15.59462160001127,15.256628036621095,15.378680272983491,3647700,iShares_Global_Clean_Energy,ICLN
2020-09-10,15.209683418273926,15.585230781160092,15.15334997077769,15.547675149495936,2044100,iShares_Global_Clean_Energy,ICLN
2020-09-11,15.200294494628906,15.406845096314793,15.078240482597776,15.378678372595822,1075900,iShares_Global_Clean_Energy,ICLN
2020-09-14,15.622786521911621,15.660342158142802,15.359904231298549,15.425624803951816,1520200,iShares_Global_Clean_Energy,ICLN
2020-09-15,15.923223495483398,16.02649969818503,15.819949083532956,15.85750292676461,1693500,iShares_Global_Clean_Energy,ICLN
2020-09-16,16.017107009887695,16.17671483514731,15.941997550397923,16.09221646937747,3249900,iShares_Global_Clean_Energy,ICLN
2020-09-17,15.716673851013184,15.763618396389601,15.491345405460281,15.632175460086932,1106400,iShares_Global_Clean_Energy,ICLN
2020-09-18,15.697896957397461,15.885671568459601,15.54767798484831,15.810562082185026,1009300,iShares_Global_Clean_Energy,ICLN
2020-09-21,15.566455841064453,15.575844750714992,15.125187831997541,15.228462256650658,2367400,iShares_Global_Clean_Energy,ICLN
2020-09-22,15.650952339172363,15.688506182468945,15.416234998627337,15.688506182468945,1345100,iShares_Global_Clean_Energy,ICLN
2020-09-23,15.510123252868652,15.923224508452583,15.472567616496674,15.754229517032595,1788400,iShares_Global_Clean_Energy,ICLN
2020-09-24,15.435011863708496,15.613395742180163,15.0688516173301,15.463176796756084,2087000,iShares_Global_Clean_Energy,ICLN
2020-09-25,15.773005485534668,15.801172212708412,15.256628022608439,15.266016931666353,2127800,iShares_Global_Clean_Energy,ICLN
2020-09-28,16.486547470092773,16.514714198997055,16.16733170551654,16.204887344055585,2629600,iShares_Global_Clean_Energy,ICLN
2020-09-29,16.88087272644043,16.946593303153545,16.664933177025507,16.730653753738622,1884400,iShares_Global_Clean_Energy,ICLN
2020-09-30,17.359699249267578,17.528696069240983,17.04987234290024,17.106204019307473,3217600,iShares_Global_Clean_Energy,ICLN
2020-10-01,17.923017501831055,17.932406410989717,17.57563502596589,17.74463180931914,3378600,iShares_Global_Clean_Energy,ICLN
2020-10-02,17.91362762451172,18.09201330738259,17.481748571062596,17.481748571062596,3081000,iShares_Global_Clean_Energy,ICLN
2020-10-05,18.730445861816406,18.767999707859833,18.13895711755832,18.22345550959519,4918700,iShares_Global_Clean_Energy,ICLN
2020-10-06,18.86188507080078,19.199878604215197,18.63655664544155,18.9182167294528,6323300,iShares_Global_Clean_Energy,ICLN
