Date,Close,High,Low,Open,Volume,ETF_Name,Ticker
,FLGR,FLGR,FLGR,FLGR,FLGR,,
2020-08-03,19.430877685546875,19.444673350059574,19.430877685546875,19.444673350059574,200,Franklin_Liberty_Green_Bond,FLGR
2020-08-04,19.436052322387695,19.436052322387695,19.185986983488487,19.185986983488487,2800,Franklin_Liberty_Green_Bond,FLGR
2020-08-05,19.53780174255371,19.660245662661723,19.53780174255371,19.591262408026402,700,Franklin_Liberty_Green_Bond,FLGR
2020-08-06,19.637826919555664,19.637826919555664,19.637826919555664,19.637826919555664,100,Franklin_Liberty_Green_Bond,FLGR
2020-08-07,19.599885940551758,19.599885940551758,19.512794641383824,19.539525797038394,400,Franklin_Liberty_Green_Bond,FLGR
2020-08-10,19.58436393737793,19.58436393737793,19.574017189630748,19.574017189630748,300,Franklin_Liberty_Green_Bond,FLGR
2020-08-11,19.71543312072754,19.987917221409962,19.699048713840572,19.987917221409962,4700,Franklin_Liberty_Green_Bond,FLGR
2020-08-12,20.138816833496094,20.168996903290488,20.134506099821373,20.1396802959834,700,Franklin_Liberty_Green_Bond,FLGR
2020-08-13,19.974119186401367,20.13450610998148,19.974119186401367,20.13450610998148,4300,Franklin_Liberty_Green_Bond,FLGR
2020-08-14,19.855121612548828,19.867195284597482,19.855121612548828,19.867195284597482,200,Franklin_Liberty_Green_Bond,FLGR
2020-08-17,20.035343170166016,20.035343170166016,20.018096945749,20.018096945749,200,Franklin_Liberty_Green_Bond,FLGR
2020-08-18,20.092256546020508,20.19055806209284,20.031032936192794,20.18193494896116,2900,Franklin_Liberty_Green_Bond,FLGR
2020-08-19,20.024993896484375,20.23022001075916,20.024993896484375,20.229356548292966,3600,Franklin_Liberty_Green_Bond,FLGR
2020-08-20,19.9611873626709,19.9611873626709,19.79821332449983,19.79821332449983,100,Franklin_Liberty_Green_Bond,FLGR
2020-08-21,19.76199722290039,19.76199722290039,19.57401895337664,19.582640421597578,1600,Franklin_Liberty_Green_Bond,FLGR
2020-08-24,20.125883102416992,20.14312932659501,20.1043261445397,20.14312932659501,1600,Franklin_Liberty_Green_Bond,FLGR
2020-08-25,20.240568161010742,20.30696431753701,20.117260778220462,20.30696431753701,700,Franklin_Liberty_Green_Bond,FLGR
2020-08-26,20.46562385559082,20.46562385559082,20.316448795607386,20.316448795607386,700,Franklin_Liberty_Green_Bond,FLGR
