Date,Close,High,Low,Open,Volume,ETF_Name,Ticker
,ESGD,ESGD,ESGD,ESGD,ESGD,,
2020-08-03,54.76911544799805,54.76911544799805,54.18729830446753,54.25676747546311,133500,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-04,55.05569076538086,55.07305557564132,54.54334273429844,54.560710857189626,128800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-05,55.29014587402344,55.65486647549403,55.22935910711168,55.53329625430085,161700,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-06,55.2988395690918,55.40304499702768,54.9080650735437,55.038324342936676,224600,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-07,55.107784271240234,55.11646998781118,54.751746082327685,54.829900968314845,353100,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-10,55.20331573486328,55.26410250965133,54.96885104098192,55.13384655480442,161300,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-11,55.541988372802734,56.24537917369996,55.47251918959492,56.16722758482776,116900,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-12,56.740352630615234,56.935744830998836,56.49720554821735,56.6014142800712,153000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-13,56.40168380737305,56.792461591704004,56.29053179937548,56.63615180302387,611400,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-14,56.0543327331543,56.19761062815625,55.94143828522897,56.06301182510161,149200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-17,56.523258209228516,56.557994454491464,56.40603083488507,56.41905609870101,870100,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-18,56.505889892578125,56.78030157544302,56.36173746505031,56.74035125197612,278000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-19,56.288795471191406,56.86193356624879,56.26274494419083,56.801146794827055,309300,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-20,56.14985656738281,56.25405867436186,55.73997816260373,55.793815034508086,299300,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-21,55.845916748046875,55.86328818292278,55.48032820956962,55.507246645839956,261400,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-24,56.584049224853516,56.69693704825884,56.36695267004716,56.69693704825884,252800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-25,56.64484405517578,56.905355982854964,56.349589253491615,56.89667026435372,193500,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-26,57.009559631347656,57.07903212262142,56.66654334647183,56.69694004587714,132800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-27,56.41905975341797,57.01824842881079,56.17591264608806,57.01824842881079,190200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-28,56.861934661865234,56.861934661865234,56.492867854882746,56.71430396391545,993000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-08-31,56.40168380737305,56.870613173413446,56.37563328013656,56.63615180302387,219900,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-01,56.41036605834961,56.5319395948231,56.21498049082157,56.40168034138412,224100,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-02,57.20060729980469,57.22665782845937,56.636154886327255,56.80982949419957,164900,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-03,55.854610443115234,57.00088017398046,55.65487866508215,56.98351536188557,220200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-04,55.98051071166992,56.22626812949621,55.029630117574044,56.08905898183938,240100,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-08,55.246726989746094,55.73736398131211,55.099102931491494,55.23804458563773,197200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-09,56.288795471191406,56.52325683945776,56.071698912505035,56.193272455348506,249800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-10,55.680931091308594,56.662205210238476,55.680931091308594,56.5753679066161,138600,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-11,56.21064376831055,56.492866643886416,55.993547210094896,56.332217310890414,135100,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-14,56.47984313964844,56.78811655177049,56.47984313964844,56.71430451470942,164200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-15,56.870609283447266,57.096391546155274,56.749035747818525,57.052969586890384,218000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-16,56.870609283447266,57.25270132414378,56.77508627327314,57.01823996979142,166500,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-17,56.88798141479492,56.94876818335464,56.44510260085364,56.497203652401716,194800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-18,56.453792572021484,56.7924626831267,56.25406081726799,56.7924626831267,240700,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-21,55.05569076538086,55.17726431298843,54.3870329409085,55.17726431298843,411700,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-22,55.05569076538086,55.07305557564132,54.53465701653749,55.07305557564132,236900,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-23,54.51729202270508,55.316209158400376,54.491241493188475,55.298841034512336,355600,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-24,54.430442810058594,54.80905987768693,54.08308703353844,54.378338449791514,335000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-25,54.63018035888672,54.63712694555809,53.819977131378955,54.01362689944523,184200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-28,55.498565673828125,55.50030149230829,55.261497258689054,55.37699212760296,124200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-29,55.40304183959961,55.65487133337363,55.27278589026077,55.48119673425517,146800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-09-30,55.125160217285156,55.5940862871463,55.02529765095475,55.26410188847193,373700,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-01,55.53329849243164,55.56803473567557,55.21199652400156,55.47251172307002,193400,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-02,55.38567352294922,55.51593278446194,54.847274979782526,54.847274979782526,378000,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-05,56.19328308105469,56.21933361298121,55.845927196422,55.845927196422,131200,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-06,55.71566390991211,56.36695358490182,55.576718932455606,56.332217340537696,235500,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-07,56.12379837036133,56.19327085722787,55.90670181784912,56.08038303501549,894800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-08,56.523258209228516,56.540629644490664,56.314847362912154,56.36695504343726,199600,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-09,56.90534591674805,56.922717350677665,56.65351312685532,56.74903613768569,340500,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-12,57.21795654296875,57.27005758610278,56.98175278027616,57.04428198234877,121800,iShares_MSCI_EAFE_ESG_Select,ESGD
2020-10-13,56.584049224853516,56.77508862786381,56.52325582925711,56.73167329205918,106200,iShares_MSCI_EAFE_ESG_Select,ESGD
