Date,Close,High,Low,Open,Volume,ETF_Name,Ticker
,PIO,PIO,PIO,PIO,PIO,,
2020-07-06,27.81946563720703,27.895319594839798,27.724647738040822,27.80050169567359,11500,Invesco_Global_Water,PIO
2020-07-07,27.50657081604004,27.734132713592967,27.468642928863954,27.629832832359924,5600,Invesco_Global_Water,PIO
2020-07-08,27.705686569213867,27.72465051264517,27.563460610481485,27.582424553912787,8200,Invesco_Global_Water,PIO
2020-07-09,27.50657081604004,27.715168770004922,27.383306991218955,27.677242691330036,5700,Invesco_Global_Water,PIO
2020-07-10,27.65827751159668,27.72464950268724,27.49708761530485,27.553977635025166,6700,Invesco_Global_Water,PIO
2020-07-13,27.55397605895996,28.009101616193046,27.544494088132083,27.80050187498175,37700,Invesco_Global_Water,PIO
2020-07-14,28.028060913085938,28.028060913085938,27.487601290095068,27.487601290095068,13900,Invesco_Global_Water,PIO
2020-07-15,28.492671966552734,28.596971846301223,28.293555987215985,28.293555987215985,67500,Invesco_Global_Water,PIO
2020-07-16,28.644380569458008,28.720236344513683,28.483192472968348,28.483192472968348,7000,Invesco_Global_Water,PIO
2020-07-17,28.777128219604492,28.824536273564593,28.663346358198385,28.672828330690674,4400,Invesco_Global_Water,PIO
2020-07-20,29.023651123046875,29.023651123046875,28.90038730170203,28.909869273228644,2800,Invesco_Global_Water,PIO
2020-07-21,29.07105827331543,29.165876177148707,29.033132196882775,29.090022215782305,16500,Invesco_Global_Water,PIO
2020-07-22,29.289138793945312,29.289138793945312,29.16587678235507,29.16587678235507,6500,Invesco_Global_Water,PIO
2020-07-23,29.175355911254883,29.431363689424067,29.175355911254883,29.3365457928613,5800,Invesco_Global_Water,PIO
2020-07-24,29.165876388549805,29.194322302456296,29.071058484029265,29.18484033115413,4300,Invesco_Global_Water,PIO
2020-07-27,29.497739791870117,29.583075729838015,29.27017789345613,29.27017789345613,5200,Invesco_Global_Water,PIO
2020-07-28,29.203798294067383,29.393434076022707,29.203798294067383,29.393434076022707,3500,Invesco_Global_Water,PIO
2020-07-29,29.687374114990234,29.687374114990234,29.42188613496747,29.42188613496747,4200,Invesco_Global_Water,PIO
2020-07-30,29.260692596435547,29.270174567187915,28.96675692861516,29.232246684178445,6300,Invesco_Global_Water,PIO
2020-07-31,28.96675682067871,29.232246575252724,28.777122831840984,29.222764604535687,6700,Invesco_Global_Water,PIO
2020-08-03,29.317583084106445,29.317583084106445,29.11846531210535,29.156393195725,2900,Invesco_Global_Water,PIO
2020-08-04,29.203798294067383,29.232244203910938,29.061572361851315,29.090018271694866,9000,Invesco_Global_Water,PIO
2020-08-05,29.336549758911133,29.497739662309044,29.308103843546373,29.402921752927707,5100,Invesco_Global_Water,PIO
2020-08-06,29.51669692993164,29.51669692993164,29.298617040267885,29.374470993564014,7300,Invesco_Global_Water,PIO
2020-08-07,29.55462646484375,29.55462646484375,29.355508695984803,29.383954608250654,13300,Invesco_Global_Water,PIO
2020-08-10,29.62100601196289,29.62100601196289,29.526188088710157,29.611524038787472,15100,Invesco_Global_Water,PIO
2020-08-11,29.59255599975586,29.971827640313144,29.59255599975586,29.886491702037876,10200,Invesco_Global_Water,PIO
2020-08-12,30.227832794189453,30.313168730058184,29.933898908697813,29.933898908697813,23600,Invesco_Global_Water,PIO
2020-08-13,30.199390411376953,30.265762407840217,30.170944494963585,30.246798463564637,16800,Invesco_Global_Water,PIO
