Date,Close,High,Low,Open,Volume,ETF_Name,Ticker
,BGRN,BGRN,BGRN,BGRN,BGRN,,
2020-08-03,48.49595642089844,48.51343265628102,48.45225583078114,48.45225583078114,4000,iShares_Global_Green_Bond,BGRN
2020-08-04,48.644527435302734,48.6532655529359,48.48721464681027,48.48721464681027,11000,iShares_Global_Green_Bond,BGRN
2020-08-05,48.43477249145508,48.56586758382892,48.40855480653499,48.557129466817784,17500,iShares_Global_Green_Bond,BGRN
2020-08-06,48.644527435302734,48.670745122089166,48.60694786187233,48.60694786187233,20900,iShares_Global_Green_Bond,BGRN
2020-08-07,48.601707458496094,48.705708069287205,48.59209252784946,48.64453123941008,9300,iShares_Global_Green_Bond,BGRN
2020-08-10,48.644527435302734,48.70133353463565,48.618309748516296,48.69696614276253,22000,iShares_Global_Green_Bond,BGRN
2020-08-11,48.53965377807617,48.557133347382056,48.49507970948574,48.557133347382056,7700,iShares_Global_Green_Bond,BGRN
2020-08-12,48.43477249145508,48.583347151737875,48.4251608961315,48.583347151737875,10800,iShares_Global_Green_Bond,BGRN
2020-08-13,48.22501754760742,48.364850737284655,48.2014203009504,48.364850737284655,9800,iShares_Global_Green_Bond,BGRN
2020-08-14,48.30367660522461,48.36485342073481,48.287070517047155,48.287070517047155,9400,iShares_Global_Green_Bond,BGRN
2020-08-17,48.26872634887695,48.425165663258824,48.259988231005615,48.39982145415621,12100,iShares_Global_Green_Bond,BGRN
2020-08-18,48.41729736328125,48.46973273431905,48.352623293929625,48.43477359770267,5600,iShares_Global_Green_Bond,BGRN
2020-08-19,48.43477249145508,48.487211195181956,48.39107523862603,48.46099351026186,7500,iShares_Global_Green_Bond,BGRN
2020-08-20,48.51431655883789,48.59209615270728,48.50470162747401,48.582484555230835,19300,iShares_Global_Green_Bond,BGRN
2020-08-21,48.55712890625,48.57722890886424,48.517799045437215,48.57460847395716,5000,iShares_Global_Green_Bond,BGRN
2020-08-24,48.48720932006836,48.58334527290648,48.471480043279264,48.58334527290648,10200,iShares_Global_Green_Bond,BGRN
2020-08-25,48.3648681640625,48.399827307549806,48.27747363923166,48.3648681640625,12900,iShares_Global_Green_Bond,BGRN
2020-08-26,48.347381591796875,48.347381591796875,48.19881025431954,48.207548371982405,10000,iShares_Global_Green_Bond,BGRN
2020-08-27,48.190067291259766,48.2250264285886,48.15773192286835,48.197058451948166,8700,iShares_Global_Green_Bond,BGRN
2020-08-28,48.255611419677734,48.268720261775115,48.1988053259602,48.1988053259602,22100,iShares_Global_Green_Bond,BGRN
2020-08-31,48.190067291259766,48.216284977312974,48.15947887956874,48.216284977312974,23600,iShares_Global_Green_Bond,BGRN
2020-09-01,48.36931610107422,48.37806151849444,48.10701028025875,48.10701028025875,22100,iShares_Global_Green_Bond,BGRN
2020-09-02,48.474239349365234,48.50047226708528,48.43052226703127,48.474239349365234,3800,iShares_Global_Green_Bond,BGRN
2020-09-03,48.545047760009766,48.57914887448307,48.517067101821524,48.57040345956239,7300,iShares_Global_Green_Bond,BGRN
2020-09-04,48.3780517578125,48.47422798223421,48.3780517578125,48.441877949265034,10300,iShares_Global_Green_Bond,BGRN
2020-09-08,48.481231689453125,48.53543859751802,48.40428736493005,48.40428736493005,6300,iShares_Global_Green_Bond,BGRN
2020-09-09,48.43051528930664,48.552924436365224,48.37805613222388,48.552924436365224,8700,iShares_Global_Green_Bond,BGRN
