Date,Close,High,Low,Open,Volume,Index_Name,Ticker,Country,Region,Continent,Currency,Latitude,Longitude,Year,Quarter,Month,Week,Day,Day_of_Week,Day_Name,Daily_Return,Cumulative_Return,MA_50,MA_200,Volatility_10D,Volatility_30D,Normalized_Value
2020-07-06,6285.89990234375,6304.2001953125,6157.2998046875,6157.2998046875,697122600.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,28,6,0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2020-07-07,6189.89990234375,6285.89990234375,6180.0,6285.89990234375,600362300.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,28,7,1,Tuesday,-1.5272276283656017,-1.5272276283656017,0.0,0.0,0.0,0.0,98.47277237163439
2020-07-08,6156.2001953125,6208.39990234375,6144.5,6189.89990234375,625796600.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,28,8,2,Wednesday,-0.5444305653228732,-2.0633434996775946,0.0,0.0,0.0,0.0,97.9366565003224
2020-07-09,6049.60009765625,6176.7998046875,6040.2998046875,6156.2001953125,670967000.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,28,9,3,Thursday,-1.7315891990877463,-3.7592040655848424,0.0,0.0,0.0,0.0,96.24079593441516
2020-07-10,6095.39990234375,6108.2001953125,6003.2001953125,6049.60009765625,685330800.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,28,10,4,Friday,0.7570716071834793,-3.030592325037984,0.0,0.0,0.0,0.0,96.96940767496201
2020-07-13,6176.2001953125,6187.2998046875,6095.39990234375,6095.39990234375,614241100.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,29,13,0,Monday,1.3255946166498722,-1.7451710771014262,0.0,0.0,0.0,0.0,98.25482892289857
2020-07-14,6179.7998046875,6179.7998046875,6093.2001953125,6176.2001953125,717546900.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,29,14,1,Tuesday,0.05828194134205322,-1.6879062553428414,0.0,0.0,0.0,0.0,98.31209374465716
2020-07-15,6292.7001953125,6323.60009765625,6179.7998046875,6179.7998046875,747302000.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,29,15,2,Wednesday,1.8269263437848293,0.10818328440473923,0.0,0.0,0.0,0.0,100.10818328440475
2020-07-16,6250.7001953125,6296.7998046875,6227.2998046875,6292.7001953125,521796200.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,29,16,3,Thursday,-0.667440028865296,-0.5599788030052122,0.0,0.0,0.0,0.0,99.44002119699479
2020-07-17,6290.2998046875,6293.7001953125,6230.0,6250.7001953125,687096800.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,29,17,4,Friday,0.6335227756515405,0.06999637939046899,0.0,0.0,0.0,0.0,100.06999637939047
2020-07-20,6261.5,6297.60009765625,6222.2001953125,6290.2998046875,494263500.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,30,20,0,Monday,-0.45784470663923216,-0.3881688019666374,0.0,0.0,1.1711529236088836,0.0,99.61183119803336
2020-07-21,6269.7001953125,6315.7001953125,6253.89990234375,6261.5,753531600.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,30,21,1,Tuesday,0.13096215463546113,-0.25771500155784555,0.0,0.0,1.0468285642753152,0.0,99.74228499844216
2020-07-22,6207.10009765625,6271.0,6197.5,6269.7001953125,745230100.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,30,22,2,Wednesday,-0.9984544030199771,-1.2535962377975274,0.0,0.0,1.088495868982371,0.0,98.74640376220248
2020-07-23,6211.39990234375,6273.60009765625,6202.89990234375,6207.10009765625,605739200.0,FTSE_100,^FTSE,United Kingdom,Europe,Europe,GBP,51.5074,-0.1278,2020,3,7,30,23,3,Thursday,0.06927235939249154,-1.185192274096225,0.0,0.0,0.8837806579260145,0.0,98.81480772590378
