date,open,high,low,exchange_rate,volume,dividends,stock splits,base_currency,quote_currency,pair,year,month,monthly_pct_change,yoy_pct_change,quarterly_volatility,annual_volatility,significant_move,ma_12_month,quarter,year_quarter
2011-05-01 00:00:00+01:00,5.937600135803223,5.989299774169922,5.810800075531006,5.909800052642822,0,0.0,0.0,USD,EGP,USD/EGP,2011,5,0.027085500839230114,5.257718475337314,0.016704681021379765,0.10356682909531077,False,5.7824082771937055,2,2011-Q2
2011-06-01 00:00:00+01:00,5.904900074005127,5.991199970245361,5.774600028991699,5.930500030517578,0,0.0,0.0,USD,EGP,USD/EGP,2011,6,0.3502652829260988,4.4028614259348675,0.012438855711030768,0.10630142382944952,False,5.803249955177307,2,2011-Q2
2011-07-01 00:00:00+01:00,5.857600212097168,5.97730016708374,5.835700035095215,5.928800106048584,0,0.0,0.0,USD,EGP,USD/EGP,2011,7,-0.028664100164343953,4.481454189894052,0.011491887403999883,0.10361517985296051,False,5.82444163163503,3,2011-Q3
2011-08-01 00:00:00+01:00,5.948999881744385,5.979499816894531,5.761899948120117,5.940499782562256,0,0.0,0.0,USD,EGP,USD/EGP,2011,8,0.19733632951692837,4.632320951944213,0.00632148736031418,0.09733291541036691,False,5.846358299255371,3,2011-Q3
2011-09-01 00:00:00+01:00,5.94980001449585,6.032800197601318,5.902100086212158,5.970300197601318,0,0.0,0.0,USD,EGP,USD/EGP,2011,9,0.5016482809500067,5.407841832846194,0.021397837764246322,0.08447667897120634,False,5.871883312861125,3,2011-Q3
2011-10-01 00:00:00+01:00,5.98199987411499,6.035699844360352,5.811200141906738,5.967599868774414,0,0.0,0.0,USD,EGP,USD/EGP,2011,10,-0.04522936431218261,3.945237687271197,0.01648115684137453,0.07762471153073965,False,5.890758315722148,4,2011-Q4
2011-11-01 00:00:00+00:00,5.980100154876709,6.045899868011475,5.890200138092041,5.9928998947143555,0,0.0,0.0,USD,EGP,USD/EGP,2011,11,0.423956473226772,4.404104316862911,0.013893220156703837,0.06653150138377385,False,5.911824981371562,4,2011-Q4
2011-12-01 00:00:00+00:00,5.991300106048584,6.0391998291015625,5.899700164794922,6.009500026702881,0,0.0,0.0,USD,EGP,USD/EGP,2011,12,0.27699665070606283,4.478517043866703,0.02110007475906317,0.04965839570782809,False,5.933291633923848,4,2011-Q4
2012-01-01 00:00:00+00:00,6.02209997177124,6.052199840545654,5.877399921417236,5.999599933624268,0,0.0,0.0,USD,EGP,USD/EGP,2012,1,-0.16474071111777233,2.8402948202123968,0.00835131473078415,0.04194755158290677,False,5.947099963823955,1,2012-Q1
2012-02-01 00:00:00+00:00,5.99970006942749,6.037700176239014,5.880000114440918,6.009099960327148,0,0.0,0.0,USD,EGP,USD/EGP,2012,2,0.15834433642214485,2.3766550606717063,0.005603903452435616,0.0376244653085457,False,5.9587249755859375,1,2012-Q1
2012-03-01 00:00:00+00:00,6.013299942016602,6.028900146484375,5.897500038146973,6.018400192260742,0,0.0,0.0,USD,EGP,USD/EGP,2012,3,0.15476913339760312,1.3557002473122415,0.009400306255401813,0.04063030262632398,False,5.965433319409688,1,2012-Q1
2012-04-01 00:00:00+01:00,6.018400192260742,6.067224979400635,5.888400077819824,6.036300182342529,0,0.0,0.0,USD,EGP,USD/EGP,2012,4,0.29742106722656647,2.1681798147968445,0.013824832950361373,0.04105206839529124,False,5.976108352343242,2,2012-Q2
2012-05-01 00:00:00+01:00,6.0233001708984375,6.037399768829346,5.888400077819824,6.019199848175049,0,0.0,0.0,USD,EGP,USD/EGP,2012,5,-0.2832916463880064,1.8511589995892308,0.010111631282410539,0.036928336389556456,False,5.985225001970927,2,2012-Q2
