date,open,high,low,exchange_rate,volume,dividends,stock splits,base_currency,quote_currency,pair,year,month,monthly_pct_change,yoy_pct_change,quarterly_volatility,annual_volatility,significant_move,ma_12_month,quarter,year_quarter
2011-05-01 00:00:00+01:00,16.691999435424805,17.0,16.608999252319336,16.70800018310547,0,0.0,0.0,USD,ETB,USD/ETB,2011,5,-0.28050719197399987,25.32253570645544,0.06636449675812758,1.391081766306159,False,15.74400003751119,2,2011-Q2
2011-06-01 00:00:00+01:00,16.709999084472656,16.916000366210938,16.538000106811523,16.76799964904785,0,0.0,0.0,USD,ETB,USD/ETB,2011,6,0.3591062083124319,25.18103080264702,0.031564358882827624,1.2010932836422967,False,16.025083303451538,2,2011-Q2
2011-07-01 00:00:00+01:00,16.757999420166016,17.047000885009766,16.70599937438965,16.70599937438965,0,0.0,0.0,USD,ETB,USD/ETB,2011,7,-0.36975355412608435,24.152786616298272,0.035232497325081005,0.8970723787862108,False,16.29591655731201,3,2011-Q3
2011-08-01 00:00:00+01:00,16.881999969482422,17.013999938964844,16.679000854492188,16.937999725341797,0,0.0,0.0,USD,ETB,USD/ETB,2011,8,1.3887247673898928,25.49455472233784,0.12011676460812977,0.2008518420810122,False,16.582666556040447,3,2011-Q3
2011-09-01 00:00:00+01:00,16.94300079345703,17.261999130249023,16.89699935913086,16.990999221801758,0,0.0,0.0,USD,ETB,USD/ETB,2011,9,0.3129029243085002,4.373732554537346,0.15157947447452746,0.2080280897546726,False,16.64199988047282,3,2011-Q3
2011-10-01 00:00:00+01:00,16.97800064086914,17.075000762939453,16.770999908447266,17.038000106811523,0,0.0,0.0,USD,ETB,USD/ETB,2011,10,0.27662225391344997,4.316414105200916,0.050030167750383776,0.21233532071369832,False,16.70074987411499,4,2011-Q4
2011-11-01 00:00:00+00:00,17.339000701904297,17.339000701904297,16.90399932861328,17.058000564575195,0,0.0,0.0,USD,ETB,USD/ETB,2011,11,0.1173873555481153,4.06930502391023,0.03439544891379577,0.2111782194730373,False,16.756333192189533,4,2011-Q4
2011-12-01 00:00:00+00:00,16.88800048828125,17.263999938964844,16.88800048828125,17.052000045776367,0,0.0,0.0,USD,ETB,USD/ETB,2011,12,-0.035177152070742235,3.7604967137871093,0.010263388228866147,0.20051113149652333,False,16.807833194732666,4,2011-Q4
2012-01-01 00:00:00+00:00,17.104000091552734,17.277999877929688,17.016000747680664,17.166000366210938,0,0.0,0.0,USD,ETB,USD/ETB,2012,1,0.6685451567472134,4.030064466790795,0.0641561070597694,0.19989461856128762,False,16.86324993769328,1,2012-Q1
2012-02-01 00:00:00+00:00,17.166000366210938,17.259000778198242,17.166000366210938,17.222000122070312,0,0.0,0.0,USD,ETB,USD/ETB,2012,2,0.3262248320208716,4.028993081238408,0.08663339584655005,0.19912221913658304,False,16.918833255767822,1,2012-Q1
2012-03-01 00:00:00+00:00,17.23200035095215,17.291000366210938,17.125999450683594,17.275999069213867,0,0.0,0.0,USD,ETB,USD/ETB,2012,3,0.3135463172732944,3.92203139047822,0.05500238420777419,0.20030934274449394,False,16.973166465759277,1,2012-Q1
2012-04-01 00:00:00+01:00,17.283000946044922,17.430999755859375,17.283000946044922,17.374000549316406,0,0.0,0.0,USD,ETB,USD/ETB,2012,4,0.5672695379868253,3.6944280486701286,0.07705442478954341,0.21794555693938375,False,17.024749914805096,2,2012-Q2
2012-05-01 00:00:00+01:00,17.32200050354004,17.60099983215332,17.30299949645996,17.538999557495117,0,0.0,0.0,USD,ETB,USD/ETB,2012,5,0.9496892077927477,4.973661511147975,0.13291489735817924,0.2391421340024715,False,17.0939998626709,2,2012-Q2
2012-06-01 00:00:00+01:00,17.493999481201172,17.761999130249023,17.341999053955078,17.503000259399414,0,0.0,0.0,USD,ETB,USD/ETB,2012,6,-0.20525285936460191,4.383352968362564,0.0867578501393694,0.24216165211045498,False,17.155249913533527,2,2012-Q2
2012-07-01 00:00:00+01:00,17.562999725341797,17.875,17.554000854492188,17.695999145507812,0,0.0,0.0,USD,ETB,USD/ETB,2012,7,1.1026617336919342,5.926013457392054,0.10262666169065691,0.2438281149436492,False,17.23774989446004,3,2012-Q3
2012-08-01 00:00:00+01:00,17.731000900268555,17.854000091552734,17.589000701904297,17.80699920654297,0,0.0,0.0,USD,ETB,USD/ETB,2012,8,0.6272607730280821,5.130472873376046,0.15383158727066354,0.27390082034348334,False,17.310166517893474,3,2012-Q3
2012-09-01 00:00:00+01:00,17.80900001525879,17.948999404907227,17.638999938964844,17.947999954223633,0,0.0,0.0,USD,ETB,USD/ETB,2012,9,0.7918276743049235,5.63239818876522,0.12629768537713648,0.30952766303427415,False,17.38991657892863,3,2012-Q3
2012-10-01 00:00:00+01:00,17.854999542236328,18.075000762939453,17.777000427246094,18.003000259399414,0,0.0,0.0,USD,ETB,USD/ETB,2012,10,0.30644253017639844,5.663811166441413,0.10109620594328352,0.3341618285223936,False,17.470333258310955,4,2012-Q4
2012-11-01 00:00:00+00:00,17.937000274658203,18.035999298095703,17.885000228881836,18.035999298095703,0,0.0,0.0,USD,ETB,USD/ETB,2012,11,0.1832974405422183,5.733372617840948,0.044455698259077484,0.3435851659320505,False,17.551833152770996,4,2012-Q4
2012-12-01 00:00:00+00:00,18.03499984741211,18.155000686645508,17.945999145507812,18.06599998474121,0,0.0,0.0,USD,ETB,USD/ETB,2012,12,0.1663378122257697,5.946516163750548,0.03151175216542953,0.33403998607943003,False,17.636333147684734,4,2012-Q4
2013-01-01 00:00:00+00:00,18.041000366210938,18.194000244140625,17.868999481201172,18.1200008392334,0,0.0,0.0,USD,ETB,USD/ETB,2013,1,0.2989087486870323,5.557500015555683,0.04256836148789726,0.32533734528498964,False,17.71583318710327,1,2013-Q1
2013-02-01 00:00:00+00:00,18.167999267578125,18.506999969482422,18.139999389648438,18.31800079345703,0,0.0,0.0,USD,ETB,USD/ETB,2013,2,1.0927149285496984,6.363956936582382,0.132680368902025,0.3279303618781019,False,17.807166576385498,1,2013-Q1
2013-03-01 00:00:00+00:00,18.243000030517578,18.48200035095215,17.76300048828125,18.283000946044922,0,0.0,0.0,USD,ETB,USD/ETB,2013,3,-0.19106805271353888,5.828906755532004,0.105670877422929,0.3078808171121838,False,17.891083399454754,1,2013-Q1
2013-04-01 00:00:00+01:00,18.283000946044922,18.509000778198242,18.142000198364258,18.267000198364258,0,0.0,0.0,USD,ETB,USD/ETB,2013,4,-0.087517075166621,5.139861982351479,0.02608343645885306,0.2780093699692204,False,17.965500036875408,2,2013-Q2
2013-05-01 00:00:00+01:00,18.395999908447266,18.57200050354004,18.349000930786133,18.4689998626709,0,0.0,0.0,USD,ETB,USD/ETB,2013,5,1.105817387163155,5.302470657617153,0.11229090590393784,0.2779332287471068,False,18.04300006230672,2,2013-Q2
2013-06-01 00:00:00+01:00,18.4689998626709,18.666000366210938,18.30500030517578,18.62299919128418,0,0.0,0.0,USD,ETB,USD/ETB,2013,6,0.8338260315034152,6.398896847889302,0.17853801675148612,0.267986048582323,False,18.13633330663045,2,2013-Q2
2013-07-01 00:00:00+01:00,18.62299919128418,18.68400001525879,18.31599998474121,18.54400062561035,0,0.0,0.0,USD,ETB,USD/ETB,2013,7,-0.4241989427288373,4.792051995085034,0.07700831235798587,0.25268641571822426,False,18.207000096638996,3,2013-Q3
2013-08-01 00:00:00+01:00,18.608999252319336,18.702999114990234,18.43199920654297,18.697999954223633,0,0.0,0.0,USD,ETB,USD/ETB,2013,8,0.8304536422448106,5.003654671660107,0.07700831235798587,0.2553567840232432,False,18.28125015894572,3,2013-Q3
2013-09-01 00:00:00+01:00,18.67300033569336,18.756000518798828,18.479000091552734,18.701000213623047,0,0.0,0.0,USD,ETB,USD/ETB,2013,9,0.016045884087922957,4.19545498841063,0.08979018636609494,0.25852054349760795,False,18.344000180562336,3,2013-Q3
2013-10-01 00:00:00+01:00,18.736000061035156,18.8799991607666,18.55500030517578,18.8799991607666,0,0.0,0.0,USD,ETB,USD/ETB,2013,10,0.9571624249977706,4.871404147813108,0.10422198729732465,0.2766819019133416,False,18.417083422342937,4,2013-Q4
2013-11-01 00:00:00+00:00,18.801000595092773,18.993000030517578,18.731000900268555,18.902000427246094,0,0.0,0.0,USD,ETB,USD/ETB,2013,11,0.1165321369569261,4.801514542317742,0.11024651519942383,0.2811509654153311,False,18.48925018310547,4,2013-Q4
2013-12-01 00:00:00+00:00,18.902000427246094,19.1299991607666,18.780000686645508,18.874000549316406,0,0.0,0.0,USD,ETB,USD/ETB,2013,12,-0.14813182359961763,4.47249288861753,0.014742411777462553,0.26696803067288394,False,18.556583563486736,4,2013-Q4
