date,open,high,low,exchange_rate,volume,dividends,stock splits,base_currency,quote_currency,pair,year,month,monthly_pct_change,yoy_pct_change,quarterly_volatility,annual_volatility,significant_move,ma_12_month,quarter,year_quarter
2011-05-01 00:00:00+01:00,73.19000244140625,73.35800170898438,69.77999877929688,71.85099792480469,0,0.0,0.0,USD,DZD,USD/DZD,2011,5,0.8435058593750044,-0.12233289628620359,0.41649458359722197,1.3431007026993997,False,73.10133361816406,2,2011-Q2
2011-06-01 00:00:00+01:00,72.0,72.7699966430664,69.70999908447266,71.75,0,0.0,0.0,USD,DZD,USD/DZD,2011,6,-0.1405657927122772,-0.44401234380357923,0.3218175172449807,1.3683777403320712,False,73.07466697692871,2,2011-Q2
2011-07-01 00:00:00+01:00,70.85099792480469,73.21700286865234,70.75800323486328,72.0,0,0.0,0.0,USD,DZD,USD/DZD,2011,7,0.34843205574912606,-3.4205270923831077,0.12576578709867722,1.3154138762178258,False,72.86216672261556,3,2011-Q3
2011-08-01 00:00:00+01:00,72.26100158691406,72.78500366210938,70.28500366210938,71.9000015258789,0,0.0,0.0,USD,DZD,USD/DZD,2011,8,-0.1388867696126339,-2.4105555625166364,0.12583067497797884,1.3154340874760837,False,72.71416664123535,3,2011-Q3
2011-09-01 00:00:00+01:00,71.57499694824219,74.44400024414062,71.29900360107422,73.1449966430664,0,0.0,0.0,USD,DZD,USD/DZD,2011,9,1.731564799396268,-2.732713282674959,0.6917405401449969,1.0740060328320382,False,72.54291661580403,3,2011-Q3
2011-10-01 00:00:00+01:00,74.29000091552734,75.02899932861328,71.7760009765625,71.70800018310547,0,0.0,0.0,USD,DZD,USD/DZD,2011,10,-1.9645861315343405,-3.0972970498574726,0.7801534233072089,0.9919952380380638,False,72.35191663106282,4,2011-Q4
2011-11-01 00:00:00+00:00,73.09100341796875,74.4280014038086,72.37999725341797,73.98600006103516,0,0.0,0.0,USD,DZD,USD/DZD,2011,11,3.176772287768226,-0.6899328039796537,1.1519207885688898,0.8973977654252796,True,72.30908330281575,4,2011-Q4
2011-12-01 00:00:00+00:00,72.2699966430664,75.6500015258789,72.2699966430664,75.57099914550781,0,0.0,0.0,USD,DZD,USD/DZD,2011,12,2.1422959521600005,2.122971818253805,1.941831889614733,1.222284599788566,False,72.43999989827473,4,2011-Q4
2012-01-01 00:00:00+00:00,75.61599731445312,76.25,73.91799926757812,74.1050033569336,0,0.0,0.0,USD,DZD,USD/DZD,2012,1,-1.9398920288873356,2.8250747282407396,0.8827539799146651,1.3046396038771855,False,72.60966682434082,1,2012-Q1
2012-02-01 00:00:00+00:00,75.80000305175781,75.80000305175781,72.677001953125,73.9209976196289,0,0.0,0.0,USD,DZD,USD/DZD,2012,2,-0.24830406716049858,2.668052249484587,0.9042037748650279,1.3403969884398141,False,72.76974995930989,1,2012-Q1
